SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Hinkley,,CROP,WHT - Wheat,28/09/2022,22-1476,NA,NA,<12,130±12,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±8.4,NA,NA,NA,NA,<0.10,NA,<0.21,<0.39,<0.34,<0.32,<1.0,<0.15,NA,<0.26,NA,<0.09,<0.10,<0.74,<0.30,<0.32,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,16/03/2022,22-382,NA,NA,<2.1,19±1.7,NA,0.50±0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.6,NA,NA,NA,NA,<0.05,NA,<0.07,<0.09,<0.11,<0.07,<0.47,<0.07,NA,<0.12,NA,<0.07,<0.05,<0.31,<0.18,<0.15,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,16/05/2022,22-855,NA,NA,<2.0,17±1.5,NA,0.30±0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.06,<0.08,<0.09,<0.08,<0.35,<0.05,NA,<0.09,NA,<0.03,<0.04,<0.33,<0.12,<0.19,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,14/09/2022,22-1392,NA,NA,<2.3,21±1.9,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.8,NA,NA,NA,NA,<0.02,NA,<0.04,<0.06,<0.07,<0.06,<0.24,<0.03,NA,<0.06,NA,<0.02,<0.02,<0.41,<0.13,<0.12,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,28/12/2022,22-2008,NA,NA,<2.2,20±1.8,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.6,NA,NA,NA,NA,<0.04,NA,<0.06,<0.12,<0.11,<0.09,<0.33,<0.05,NA,<0.08,NA,<0.03,<0.03,<0.24,<0.12,<0.11,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,16/03/2022,22-384,NA,NA,<2.1,21±1.9,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.09,NA,<0.07,<0.09,<0.12,<0.07,<0.45,<0.07,NA,<0.12,NA,<0.07,<0.05,<0.31,<0.17,<0.15,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,16/05/2022,22-857,NA,NA,<2.0,20±1.6,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.4,NA,NA,NA,NA,<0.02,NA,<0.04,<0.09,<0.06,<0.05,<0.22,<0.03,NA,<0.06,NA,<0.02,<0.02,<0.38,<0.07,<0.17,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,14/09/2022,22-1394,NA,NA,<2.8,28±2.7,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38±2.8,NA,NA,NA,NA,<0.04,NA,<0.06,<0.09,<0.10,<0.09,<0.35,<0.05,NA,<0.08,NA,<0.03,<0.04,<0.33,<0.12,<0.18,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,28/12/2022,22-2009,NA,NA,<3.0,28±2.7,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58±4.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.15,<0.14,<0.14,<0.41,<0.07,NA,<0.12,NA,<0.04,<0.04,<0.23,<0.15,<0.10,NA
Hinkley,"Stert, Stolford",,MUL - Grey mullet,08/02/2022,22-180,NA,NA,NA,31±6.0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130±8.5,<0.63,<0.04,<0.03,<0.06,<0.05,<0.23,<0.06,<0.07,<0.10,<0.06,<0.43,<0.07,<0.13,<0.11,<0.45,<0.05,0.08±0.05,<0.24,<0.18,<0.11,<0.07
Hinkley,"Stert, Stolford",,OYG - Pacific oyster,25/01/2022,22-102,NA,<25,<25,11±2.3,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27±2.4,<0.96,<0.04,<0.03,<0.06,<0.04,<0.09,<0.13,<0.19,<0.11,<0.08,<0.41,<0.06,<0.15,<0.11,<2.0,<0.06,<0.04,<0.25,<0.13,<0.12,<0.32
Hinkley,"Stert, Stolford",,PTV - Common limpet,08/02/2022,22-179,NA,<25,35±22,20±3.8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±4.2,<1.0,<0.07,<0.04,<0.08,<0.08,<0.24,<0.09,<0.13,<0.16,<0.11,<0.67,<0.10,<0.24,<0.17,<0.94,<0.12,<0.07,<0.32,<0.23,<0.14,<0.12
Hinkley,"Stert, Stolford",,USH - Shrimp (unidentified),08/02/2022,22-177,NA,<25,33±22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014±0.000043,NA,0.00073±0.00015,ND,0.00053±0.000086,ND,79±5.6,<0.94,<0.05,<0.03,<0.06,<0.10,<0.25,<0.07,<0.10,<0.13,<0.10,<0.42,<0.07,<0.16,<0.12,<1.7,<0.04,0.11±0.07,<0.26,<0.16,<0.11,<0.11
Hinkley,"Stert, Stolford",,USH - Shrimp (unidentified),08/02/2022,22-178,NA,NA,NA,31±5.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,26/01/2022,22-138,NA,NA,NA,NA,NA,NA,0.032±0.017,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,16/02/2022,22-236,NA,NA,NA,NA,NA,NA,0.016±0.017,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,30/03/2022,22-450,NA,NA,NA,NA,NA,NA,0.016±0.014,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,14/04/2022,22-512,NA,NA,NA,NA,NA,NA,0.029±0.018,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,18/05/2022,22-679,NA,NA,NA,NA,NA,NA,<0.023,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,22/06/2022,22-902,NA,NA,NA,NA,NA,NA,0.028±0.016,NA,<0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,22/06/2022,22-903,NA,NA,NA,19±1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,13/07/2022,22-1031,NA,NA,NA,NA,NA,NA,0.014±0.013,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,17/08/2022,22-1253,NA,NA,NA,NA,NA,NA,0.024±0.017,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,14/09/2022,22-1375,NA,NA,NA,NA,NA,NA,<0.021,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,12/10/2022,22-1569,NA,NA,NA,NA,NA,NA,0.015±0.014,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,16/11/2022,22-1747,NA,NA,NA,NA,NA,NA,<0.023,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,21/12/2022,22-1918,NA,NA,NA,NA,NA,NA,0.022±0.017,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,12/01/2022,22-35,NA,NA,NA,NA,NA,NA,0.016±0.016,NA,<0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,09/02/2022,22-191,NA,NA,NA,NA,NA,NA,0.028±0.018,NA,<0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,16/03/2022,22-366,NA,NA,NA,NA,NA,NA,0.030±0.015,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,20/04/2022,22-542,NA,NA,NA,NA,NA,NA,0.029±0.019,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,18/05/2022,22-680,NA,NA,NA,NA,NA,NA,0.017±0.017,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,15/06/2022,22-833,NA,NA,NA,NA,NA,NA,0.019±0.016,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,15/06/2022,22-834,NA,NA,NA,20±1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,13/07/2022,22-1038,NA,NA,NA,NA,NA,NA,0.012±0.013,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,24/08/2022,22-1290,NA,NA,NA,NA,NA,NA,<0.028,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,14/09/2022,22-1379,NA,NA,NA,NA,NA,NA,0.027±0.013,NA,<0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,12/10/2022,22-1565,NA,NA,NA,NA,NA,NA,0.014±0.014,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,16/11/2022,22-1725,NA,NA,NA,NA,NA,NA,0.024±0.014,NA,<0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,07/12/2022,22-1813,NA,NA,NA,NA,NA,NA,0.018±0.016,NA,<0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,CANTEEN_MEAL_EAST_NI,CANTEEN MEAL,06/10/2022,22-1546,NA,NA,NA,NA,NA,NA,0.013±0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87±5.7,NA,NA,NA,NA,<0.03,NA,<0.05,<0.06,<0.07,<0.05,<0.25,<0.04,NA,<0.07,NA,<0.02,<0.03,<0.18,<0.09,<0.08,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,28/04/2022,22-579,NA,NA,NA,NA,NA,NA,0.018±0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100±7.0,NA,NA,NA,NA,<0.04,NA,<0.07,<0.12,<0.12,<0.10,<0.41,<0.06,NA,<0.10,NA,<0.06,<0.06,<0.39,<0.14,<0.09,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,07/07/2022,22-981,NA,NA,NA,NA,NA,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±8.0,NA,NA,NA,NA,<0.04,NA,<0.07,<0.77,<0.21,<0.29,<0.36,<0.07,NA,<0.08,NA,<0.06,<0.03,<0.21,<0.12,<0.08,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,18/08/2022,22-1260,NA,NA,NA,NA,NA,NA,<0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100±7.0,NA,NA,NA,NA,<0.05,NA,<0.11,<0.54,<0.29,<0.74,<0.49,<0.08,NA,<0.11,NA,<0.08,0.09±0.06,<0.36,<0.14,<0.14,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,24/11/2022,22-1768,NA,NA,NA,NA,NA,NA,0.051±0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85±6.2,NA,NA,NA,NA,<0.05,NA,<0.09,<0.50,<0.27,<0.70,<0.45,<0.08,NA,<0.10,NA,<0.03,0.09±0.05,<0.26,<0.15,<0.10,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,26/01/2022,22-115,NA,NA,NA,NA,NA,NA,0.019±0.013,NA,<0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,23/02/2022,22-266,NA,NA,NA,NA,NA,NA,0.026±0.014,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,23/03/2022,22-405,NA,NA,NA,NA,NA,NA,<0.020,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,21/04/2022,22-545,NA,NA,NA,NA,NA,NA,<0.027,NA,0.12±0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,18/05/2022,22-662,NA,NA,NA,NA,NA,NA,0.019±0.013,NA,0.068±0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,22/06/2022,22-906,NA,NA,NA,NA,NA,NA,0.012±0.013,NA,0.076±0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,22/06/2022,22-907,NA,NA,NA,19±1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,20/07/2022,22-1048,NA,NA,NA,NA,NA,NA,<0.023,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,31/08/2022,22-1302,NA,NA,NA,NA,NA,NA,0.013±0.012,NA,0.11±0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,23/09/2022,22-1468,NA,NA,NA,NA,NA,NA,<0.019,NA,0.14±0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,19/10/2022,22-1604,NA,NA,NA,NA,NA,NA,0.030±0.016,NA,0.084±0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,16/11/2022,22-1731,NA,NA,NA,NA,NA,NA,0.024±0.016,NA,0.094±0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,19/12/2022,22-1868,NA,NA,NA,NA,NA,NA,0.013±0.013,NA,0.072±0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,26/01/2022,22-116,NA,NA,NA,NA,NA,NA,0.027±0.013,NA,<0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63±5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,23/02/2022,22-267,NA,NA,NA,NA,NA,NA,<0.020,NA,<0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,23/03/2022,22-406,NA,NA,NA,NA,NA,NA,0.024±0.014,NA,<0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,22/04/2022,22-546,NA,NA,NA,NA,NA,NA,<0.019,NA,<0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,18/05/2022,22-663,NA,NA,NA,NA,NA,NA,0.017±0.016,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,22/06/2022,22-908,NA,NA,NA,NA,NA,NA,<0.022,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,22/06/2022,22-909,NA,NA,NA,25±2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,20/07/2022,22-1046,NA,NA,NA,NA,NA,NA,<0.026,NA,<0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,31/08/2022,22-1304,NA,NA,NA,NA,NA,NA,<0.017,NA,<0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,23/09/2022,22-1469,NA,NA,NA,NA,NA,NA,<0.019,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,19/10/2022,22-1605,NA,NA,NA,NA,NA,NA,0.021±0.018,NA,0.069±0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,16/11/2022,22-1732,NA,NA,NA,NA,NA,NA,0.013±0.012,NA,<0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,19/12/2022,22-1869,NA,NA,NA,NA,NA,NA,0.017±0.018,NA,0.061±0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,23/03/2022,22-407,NA,NA,NA,NA,NA,NA,0.025±0.017,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,22/04/2022,22-547,NA,NA,NA,NA,NA,NA,0.014±0.016,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,18/05/2022,22-664,NA,NA,NA,NA,NA,NA,0.015±0.013,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,22/06/2022,22-910,NA,NA,NA,NA,NA,NA,<0.021,NA,<0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,20/07/2022,22-1053,NA,NA,NA,NA,NA,NA,<0.021,NA,<0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,31/08/2022,22-1307,NA,NA,NA,NA,NA,NA,0.012±0.012,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
