SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Aldermaston,,AD12,UMK-Unpasteurised Milk,29/06/2022,22-940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±3.8,NA,NA,NA,NA,<0.04,NA,<0.06,<0.09,<0.11,<0.07,<0.32,<0.05,NA,<0.08,NA,<0.03,<0.03,<0.51,<0.13,<0.11,NA
Aldermaston,,AD12,UMK-Unpasteurised Milk,29/06/2022,22-941,NA,NA,<2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.000026,NA,0.0000096±0.000012,NA,<0.000026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldermaston,,AD12,UMK-Unpasteurised Milk,28/09/2022,22-1466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,<0.04,NA,<0.07,<0.12,<0.11,<0.11,<0.35,<0.05,NA,<0.08,NA,<0.03,<0.04,<0.34,<0.13,<0.18,NA
Aldermaston,,AD12,UMK-Unpasteurised Milk,28/09/2022,22-1467,NA,NA,<2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000011±0.000012,NA,0.000034±0.000024,NA,<0.000026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldermaston,,AD12,UMK-Unpasteurised Milk,21/12/2022,22-1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.06,<0.10,<0.11,<0.10,<0.37,<0.05,NA,<0.09,NA,<0.04,<0.04,<0.34,<0.12,<0.19,NA
Aldermaston,,AD12,UMK-Unpasteurised Milk,21/12/2022,22-1930,NA,NA,<5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.000019,NA,0.000021±0.000014,NA,<0.000019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldermaston,,CROP,BAR - Barley,07/09/2022,22-1325,NA,NA,<3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000018±0.000022,NA,0.000036±0.000016,NA,0.000079±0.000043,NA,170±12,NA,NA,NA,NA,<0.18,NA,<0.26,<0.52,<0.50,<0.38,<1.5,<0.23,NA,<0.35,NA,<0.16,<0.15,<0.89,<0.49,<0.37,NA
Aldermaston,,CROP,POT - Potato,20/07/2022,22-1043,NA,NA,<1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.000086,NA,0.000084±0.000045,NA,0.00014±0.000071,NA,120±9.7,NA,NA,NA,NA,<0.03,NA,<0.04,<0.09,<0.06,<0.04,<0.26,<0.04,NA,<0.07,NA,<0.04,<0.03,<0.48,<0.09,<0.13,NA
Amersham,,AM07,UMK-Unpasteurised Milk,09/03/2022,22-322,NA,NA,<2.0,NA,NA,0.80±0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.8,NA,NA,NA,NA,<0.06,NA,<0.07,<0.09,<0.11,<0.07,<0.44,<0.07,NA,<0.12,NA,<0.07,<0.05,<0.31,<0.18,<0.15,NA
Amersham,,AM07,UMK-Unpasteurised Milk,09/06/2022,22-773,NA,NA,<2.0,NA,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.4,NA,NA,NA,NA,<0.04,NA,<0.05,<0.06,<0.08,<0.05,<0.31,<0.04,NA,<0.08,NA,<0.03,<0.03,<0.21,<0.13,<0.11,NA
Amersham,,AM07,UMK-Unpasteurised Milk,07/09/2022,22-1337,NA,NA,<5.7,NA,NA,0.50±0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59±4.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.13,<0.13,<0.13,<0.41,<0.07,NA,<0.12,NA,<0.04,<0.04,<0.24,<0.16,<0.11,NA
Amersham,,AM07,UMK-Unpasteurised Milk,16/11/2022,22-1697,NA,NA,<2.8,NA,NA,0.40±0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59±4.7,NA,NA,NA,NA,<0.06,NA,<0.05,<0.12,<0.12,<0.12,<0.41,<0.07,NA,<0.12,NA,<0.04,<0.04,<0.24,<0.16,<0.11,NA
Amersham,,CROP,POT - Potato,09/08/2022,22-1193,NA,NA,3.2±3.0,NA,NA,<0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170±11,NA,NA,NA,NA,<0.05,NA,<0.06,<0.10,<0.12,<0.05,<0.40,<0.06,NA,<0.10,NA,<0.04,<0.05,<0.36,<0.17,<0.22,NA
Amersham,,CROP,WHT - Wheat,09/08/2022,22-1194,NA,NA,<3.5,NA,NA,1.0±0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140±11,NA,NA,NA,NA,<0.03,NA,<0.04,<0.08,<0.09,<0.04,<0.27,<0.04,NA,<0.07,NA,<0.05,<0.03,<0.23,<0.11,<0.14,NA
Anglia,,AR02,UMK-Unpasteurised Milk,12/01/2022,22-34,NA,NA,NA,NA,NA,NA,0.023±0.014,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65±5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,16/02/2022,22-234,NA,NA,NA,NA,NA,NA,0.025±0.014,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63±5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,16/03/2022,22-365,NA,NA,NA,NA,NA,NA,0.018±0.017,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,13/04/2022,22-510,NA,NA,NA,NA,NA,NA,0.019±0.014,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,18/05/2022,22-677,NA,NA,NA,NA,NA,NA,0.014±0.014,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,15/06/2022,22-821,NA,NA,NA,NA,NA,NA,0.017±0.016,NA,<0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,15/06/2022,22-822,NA,NA,NA,19±1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,13/07/2022,22-1030,NA,NA,NA,NA,NA,NA,<0.019,NA,<0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,17/08/2022,22-1252,NA,NA,NA,NA,NA,NA,0.012±0.013,NA,<0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62±5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,14/09/2022,22-1374,NA,NA,NA,NA,NA,NA,0.022±0.017,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,12/10/2022,22-1558,NA,NA,NA,NA,NA,NA,0.016±0.013,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57±5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,16/11/2022,22-1723,NA,NA,NA,NA,NA,NA,0.020±0.015,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,21/12/2022,22-1917,NA,NA,NA,NA,NA,NA,0.019±0.015,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,25/05/2022,22-717,NA,NA,NA,NA,NA,NA,0.015±0.016,NA,<0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,29/06/2022,22-933,NA,NA,NA,NA,NA,NA,0.029±0.014,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,29/06/2022,22-934,NA,NA,NA,14±1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,27/07/2022,22-1140,NA,NA,NA,NA,NA,NA,0.028±0.032,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,24/08/2022,22-1287,NA,NA,NA,NA,NA,NA,0.018±0.013,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascot,,CROP,GRS - Grass,12/07/2022,22-1016,NA,NA,<4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210±19,NA,NA,NA,NA,<0.38,NA,<0.59,<2.4,<1.5,<1.9,<3.2,<0.53,NA,<0.74,NA,<0.31,<0.31,<1.6,<1.0,<0.59,NA
Ascot,,CROP,POT - Potato,12/07/2022,22-1015,NA,NA,<2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160±14,NA,NA,NA,NA,<0.03,NA,<0.04,<0.11,<0.06,<0.05,<0.28,<0.04,NA,<0.08,NA,<0.02,<0.03,<0.25,<0.11,<0.14,NA
Berkeley & Oldbury,,CROP,POT - Potato,05/10/2022,22-1484,NA,NA,<3.5,23±2.1,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140±9.4,NA,NA,NA,NA,<0.05,NA,<0.06,<0.05,<0.08,<0.04,<0.39,<0.06,NA,<0.10,NA,<0.04,0.75±0.10,<0.50,<0.18,<0.14,NA
Berkeley & Oldbury,,CROP,WHT - Wheat,05/10/2022,22-1483,NA,NA,<3.5,71±6.3,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130±9.1,NA,NA,NA,NA,<0.10,NA,<0.21,<0.38,<0.35,<0.31,<1.1,<0.15,NA,<0.28,NA,<0.12,<0.11,<0.77,<0.32,<0.33,NA
Berkeley & Oldbury,,OB13,UMK-Unpasteurised Milk,02/03/2022,22-297,NA,NA,<2.0,18±1.4,NA,<0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.10,<0.09,<0.27,<0.04,NA,<0.08,NA,<0.02,<0.03,<0.17,<0.11,<0.09,NA
Berkeley & Oldbury,,OB13,UMK-Unpasteurised Milk,08/06/2022,22-787,NA,NA,<2.0,20±1.6,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58±4.7,NA,NA,NA,NA,<0.06,NA,<0.05,<0.07,<0.10,<0.07,<0.39,<0.06,NA,<0.12,NA,<0.04,<0.04,<0.22,<0.15,<0.10,NA
Berkeley & Oldbury,,OB13,UMK-Unpasteurised Milk,07/09/2022,22-1343,NA,NA,3.1,15±1.4,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.8,NA,NA,NA,NA,<0.02,NA,<0.04,<0.07,<0.07,<0.07,<0.24,<0.03,NA,<0.06,NA,<0.02,<0.02,<0.21,<0.08,<0.12,NA
Berkeley & Oldbury,,OB13,UMK-Unpasteurised Milk,05/12/2022,22-1790,NA,NA,<6.3,18±1.7,NA,0.50±0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.8,NA,NA,NA,NA,<0.02,NA,<0.03,<0.03,<0.05,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.04,<0.02,<0.19,<0.07,<0.11,NA
Berkeley & Oldbury,,OB18,UMK-Unpasteurised Milk,02/03/2022,22-299,NA,NA,<3.0,19±1.7,NA,<0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.8,NA,NA,NA,NA,<0.06,NA,<0.06,<0.13,<0.11,<0.06,<0.43,<0.07,NA,<0.12,NA,<0.06,<0.05,<0.30,<0.18,<0.15,NA
Berkeley & Oldbury,,OB18,UMK-Unpasteurised Milk,08/06/2022,22-789,NA,NA,<2.6,27±2.6,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62±4.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.09,<0.11,<0.09,<0.41,<0.06,NA,<0.12,NA,<0.04,<0.04,<0.23,<0.16,<0.10,NA
Berkeley & Oldbury,,OB18,UMK-Unpasteurised Milk,07/09/2022,22-1349,NA,NA,<2.7,17±1.6,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±3.9,NA,NA,NA,NA,<0.04,NA,<0.07,<0.11,<0.11,<0.11,<0.37,<0.05,NA,<0.09,NA,<0.05,<0.04,<0.34,<0.13,<0.19,NA
Berkeley & Oldbury,,OB18,UMK-Unpasteurised Milk,05/12/2022,22-1791,NA,NA,<7.3,19±1.9,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±3.8,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.07,<0.05,<0.33,<0.05,NA,<0.09,NA,<0.03,<0.04,<0.30,<0.13,<0.18,NA
Berkeley & Oldbury,,OB20,UMK-Unpasteurised Milk,02/03/2022,22-301,NA,NA,<2.0,15±1.4,NA,<0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.0,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.04,<0.26,<0.05,NA,<0.09,NA,<0.04,<0.03,<0.18,<0.12,<0.09,NA
Berkeley & Oldbury,,OB20,UMK-Unpasteurised Milk,08/06/2022,22-791,NA,NA,<1.9,19±1.6,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.6,NA,NA,NA,NA,<0.02,NA,<0.04,<0.04,<0.05,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.02,<0.02,<0.20,<0.07,<0.11,NA
Berkeley & Oldbury,,OB20,UMK-Unpasteurised Milk,08/09/2022,22-1345,NA,NA,<2.1,18±1.7,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59±4.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.15,<0.14,<0.14,<0.43,<0.06,NA,<0.12,NA,<0.07,<0.05,<0.39,<0.15,<0.11,NA
Berkeley & Oldbury,,OB20,UMK-Unpasteurised Milk,05/12/2022,22-1792,NA,NA,<2.1,47±3.7,NA,0.40±0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60±4.8,NA,NA,NA,NA,<0.05,NA,<0.08,<0.06,<0.09,<0.06,<0.39,<0.06,NA,<0.12,NA,<0.04,<0.04,<0.22,<0.15,<0.11,NA
Berkeley & Oldbury,,OB21,UMK-Unpasteurised Milk,02/03/2022,22-303,NA,NA,<2.1,20±1.8,NA,<0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.07,<0.11,<0.06,<0.46,<0.07,NA,<0.11,NA,<0.06,<0.05,<0.31,<0.17,<0.15,NA
Berkeley & Oldbury,,OB21,UMK-Unpasteurised Milk,08/06/2022,22-793,NA,NA,<2.7,22±2.1,NA,0.40±0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.5,NA,NA,NA,NA,<0.06,NA,<0.05,<0.19,<0.11,<0.09,<0.40,<0.06,NA,<0.12,NA,<0.04,<0.04,<0.22,<0.15,<0.10,NA
Berkeley & Oldbury,,OB21,UMK-Unpasteurised Milk,07/09/2022,22-1347,NA,NA,<1.9,39±3.5,NA,0.50±0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.7,NA,NA,NA,NA,<0.02,NA,<0.04,<0.08,<0.07,<0.07,<0.23,<0.03,NA,<0.06,NA,<0.02,<0.02,<0.21,<0.07,<0.12,NA
Berkeley & Oldbury,,OB21,UMK-Unpasteurised Milk,05/12/2022,22-1793,NA,NA,<2.7,11±1.1,NA,0.50±0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.8,NA,NA,NA,NA,<0.02,NA,<0.03,<0.03,<0.05,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.02,<0.02,<0.19,<0.07,<0.18,NA
Berkeley & Oldbury,Beachley,,SAL - N. Atlantic salmon,04/07/2022,22-965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.9,<7.9,<0.08,<0.07,<0.19,<0.08,<0.20,<0.16,<0.56,<0.39,<0.50,<0.77,<0.12,<0.43,<0.19,ND,<0.08,0.19±0.10,<0.56,<0.23,<0.23,<0.31
Berkeley & Oldbury,Guscar,,USH - Shrimp (unidentified),17/10/2022,22-1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.3,<1.4,<0.08,<0.03,<0.06,<0.04,<0.15,<0.06,<0.25,<0.25,<0.12,<0.38,<0.05,<0.13,<0.09,ND,<0.04,0.06±0.04,<0.26,<0.12,<0.12,<0.18
Berkeley & Oldbury,Guscar,,USH - Shrimp (unidentified),17/10/2022,22-1595,NA,NA,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berkeley & Oldbury,Guscar,,USH - Shrimp (unidentified),17/10/2022,22-1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.8,<0.81,<0.04,<0.03,<0.05,<0.07,<0.13,<0.06,<0.14,<0.18,<0.08,<0.33,<0.05,<0.10,<0.09,<1.7,<0.04,0.09±0.06,<0.24,<0.11,<0.12,<0.15
Berkeley & Oldbury,Guscar,,USH - Shrimp (unidentified),28/01/2023,22-2022,NA,NA,NA,21±4.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berkeley & Oldbury,Guscar,,USH - Shrimp (unidentified),30/01/2023,22-2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014±0.000043,NA,0.0017±0.00020,ND,0.0017±0.00018,0.000019±0.000018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berkeley & Oldbury,Severn Beach,,MUL - Grey mullet,23/08/2022,22-1261,NA,NA,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±7.9,<3.6,<0.05,<0.04,<0.09,<0.05,<0.12,<0.10,<0.26,<0.32,<0.19,<0.46,<0.07,<0.20,<0.12,ND,<0.03,0.13±0.06,<0.57,<0.15,<0.14,<0.19
Berkeley & Oldbury,Severn Elvers,,EOE - Elvers/Eels,10/05/2022,22-647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65±5.1,<1.3,<0.07,<0.05,<0.09,<0.08,<0.23,<0.10,<0.13,<0.17,<0.11,<0.67,<0.09,<0.23,<0.17,<1.5,<0.05,<0.07,<0.39,<0.23,<0.19,<0.25
Bradwell,,BR07,UMK-Unpasteurised Milk,04/04/2022,22-452,NA,NA,<2.0,21±1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.7,NA,NA,NA,NA,<0.02,NA,<0.04,<0.06,<0.06,<0.06,<0.23,<0.03,NA,<0.06,NA,<0.02,<0.02,<0.30,<0.08,<0.11,NA
