SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Heysham,Morecambe,,USH - Shrimp (unidentified),18/04/2023,23-731,NA,<25,31±22,NA,NA,NA,<0.083,0.31±0.13,NA,NA,NA,NA,NA,0.0039±0.00037,NA,0.047±0.0037,ND,0.027±0.0015,0.000074±0.000084,60±4.2,<1.7,<0.04,<0.04,<0.07,<0.04,<0.06,<0.08,<0.13,<0.13,<0.11,<0.75,<0.06,<0.14,<0.11,ND,<0.32,1.2±0.09,<0.30,<0.13,<0.13,<0.17
Heysham,Morecambe,,USH - Shrimp (unidentified),18/04/2023,23-732,NA,NA,NA,37±4.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heysham,Morecambe,,USH - Shrimp (unidentified),16/05/2023,23-896,NA,<25,25±22,NA,NA,NA,<0.051,0.20±0.13,NA,NA,NA,NA,NA,0.0026±0.00033,NA,0.031±0.0024,ND,0.017±0.0011,ND,67±4.8,<0.93,<0.04,<0.04,<0.06,<0.04,<0.14,<0.07,<0.21,<0.19,<0.09,<0.40,<0.06,<0.14,<0.11,<1.4,<0.04,1.4±0.10,<0.30,<0.13,<0.14,<0.12
Heysham,Morecambe,,USH - Shrimp (unidentified),16/05/2023,23-897,NA,NA,NA,36±5.2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hinkley,,CROP,BKE - Blackberries,26/09/2023,23-1814,NA,NA,<1.3,37±3.6,NA,0.60±0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90±6.6,NA,NA,NA,NA,<0.10,NA,<0.10,<0.12,<0.18,<0.09,<0.86,<0.12,NA,<0.21,NA,<0.06,<0.10,<0.50,<0.30,<0.23,NA
Hinkley,,CROP,HON - Honey,26/09/2023,23-1812,NA,NA,<25,110±23,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13±1.2,NA,NA,NA,NA,<0.02,NA,<0.03,<0.03,<0.04,<0.03,<0.18,<0.02,NA,<0.05,NA,<0.02,<0.02,<0.29,<0.05,<0.10,NA
Hinkley,,CROP,WHT - Wheat,26/09/2023,23-1813,NA,NA,<25,95±28,NA,1.0±0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±8.8,NA,NA,NA,NA,<0.08,NA,<0.14,<0.23,<0.25,<0.22,<0.84,<0.12,NA,<0.22,NA,<0.09,<0.09,<0.59,<0.26,<0.28,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,15/02/2023,23-567,NA,NA,<1.4,19±5.0,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.8,NA,NA,NA,NA,<0.02,NA,<0.04,<0.09,<0.08,<0.08,<0.24,<0.03,NA,<0.06,NA,<0.03,<0.02,<0.22,<0.07,<0.19,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,15/06/2023,23-1077,NA,NA,<1.2,20±3.0,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,<0.04,NA,<0.06,<0.08,<0.09,<0.08,<0.34,<0.05,NA,<0.09,NA,<0.03,<0.04,<0.33,<0.12,<0.19,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,13/09/2023,23-1725,NA,NA,<1.3,18±5.8,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,<0.04,NA,<0.08,<0.23,<0.17,<0.20,<0.36,<0.06,NA,<0.09,NA,<0.05,<0.04,<0.36,<0.13,<0.19,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,20/12/2023,23-2507,NA,NA,<1.6,24±5.9,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.07,<0.22,<0.12,<0.21,<0.37,<0.05,NA,<0.09,NA,<0.02,<0.04,<0.34,<0.13,<0.20,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,15/02/2023,23-569,NA,NA,ND,ND,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±4.4,NA,NA,NA,NA,<0.02,NA,<0.04,<0.08,<0.08,<0.08,<0.24,<0.03,NA,<0.06,NA,<0.03,<0.02,<0.44,<0.07,<0.12,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,14/06/2023,23-1079,NA,NA,<1.3,21±5.5,NA,0.50±0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.3,NA,NA,NA,NA,<0.04,NA,<0.06,<0.12,<0.10,<0.07,<0.36,<0.06,NA,<0.09,NA,<0.04,<0.04,<0.23,<0.14,<0.10,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,13/09/2023,23-1727,NA,NA,<1.8,15±5.0,NA,0.60±0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.7,NA,NA,NA,NA,<0.02,NA,<0.05,<0.16,<0.17,<0.09,<0.25,<0.04,NA,<0.06,NA,<0.03,<0.05,<0.34,<0.08,<0.12,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,05/01/2024,23-2544,NA,NA,<1.7,26±6.6,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.1,NA,NA,NA,NA,<0.07,NA,<0.08,<0.19,<0.19,<0.13,<0.56,<0.09,NA,<0.14,NA,<0.05,<0.06,<0.26,<0.21,<0.12,NA
Hinkley,"Stert, Stolford",,MUL - Grey mullet,31/01/2023,23-265,NA,<25,29±22,31±5.9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±8.3,<2.8,<0.05,<0.05,<0.10,<0.05,<0.13,<0.09,<0.23,<0.19,<0.21,<0.49,<0.07,<0.21,<0.12,ND,<0.05,0.13±0.06,<0.35,<0.17,<0.15,<0.20
Hinkley,"Stert, Stolford",,OYF - European flat oyster,28/03/2023,23-550,NA,<25,30±22,11±2.0,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23±2.0,<1.5,<0.10,<0.01,<0.07,<0.05,<0.12,<0.06,<0.11,<0.14,<0.11,<0.33,<0.06,<0.26,<0.08,ND,<0.04,<0.07,<0.13,<0.14,<0.05,<0.03
Hinkley,"Stert, Stolford",,PTV - Common limpet,31/01/2023,23-264,NA,<25,<25,20±3.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38±3.8,<5.0,<0.08,<0.04,<0.15,<0.09,<0.33,<0.13,<0.42,<0.31,<0.62,<0.70,<0.12,<0.51,<0.17,ND,<0.15,<0.07,<0.37,<0.25,<0.14,<0.12
Hinkley,"Stert, Stolford",,USH - Shrimp (unidentified),31/01/2023,23-262,NA,27±22,37±22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000091±0.000031,NA,0.00073±0.00012,ND,0.00063±0.000084,ND,60±5.2,<8.5,<0.10,<0.13,<0.21,<0.09,<0.41,<0.19,<0.76,<0.42,<0.44,<0.95,<0.14,<0.61,<0.22,ND,<0.09,<0.18,<0.59,<0.27,<0.25,<0.32
Hinkley,"Stert, Stolford",,USH - Shrimp (unidentified),31/01/2023,23-263,NA,NA,NA,29±5.0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,18/01/2023,23-66,NA,NA,NA,NA,NA,NA,<0.028,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,15/02/2023,23-359,NA,NA,NA,NA,NA,NA,0.047±0.036,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,08/03/2023,23-454,NA,NA,NA,NA,NA,NA,0.016±0.012,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,19/04/2023,23-744,NA,NA,NA,NA,NA,NA,<0.026,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,17/05/2023,23-918,NA,NA,NA,NA,NA,NA,0.017±0.014,NA,<0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,21/06/2023,23-1112,NA,NA,NA,NA,NA,NA,0.021±0.016,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,21/06/2023,23-1113,NA,NA,NA,21±3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,12/07/2023,23-1223,NA,NA,NA,NA,NA,NA,0.011±0.013,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,09/08/2023,23-1463,NA,NA,NA,NA,NA,NA,0.035±0.035,NA,<0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,13/09/2023,23-1734,NA,NA,NA,NA,NA,NA,0.020±0.013,NA,<0.060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,11/10/2023,23-2055,NA,NA,NA,NA,NA,NA,0.022±0.014,NA,<0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,08/11/2023,23-2272,NA,NA,NA,NA,NA,NA,<0.017,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,13/12/2023,23-2460,NA,NA,NA,NA,NA,NA,<0.023,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,18/01/2023,23-63,NA,NA,NA,NA,NA,NA,0.022±0.014,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,15/02/2023,23-356,NA,NA,NA,NA,NA,NA,0.033±0.033,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,15/03/2023,23-475,NA,NA,NA,NA,NA,NA,0.033±0.031,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,12/04/2023,23-643,NA,NA,NA,NA,NA,NA,<0.026,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,10/05/2023,23-869,NA,NA,NA,NA,NA,NA,0.032±0.014,NA,<0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,14/06/2023,23-1081,NA,NA,NA,NA,NA,NA,0.016±0.014,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,14/06/2023,23-1152,NA,NA,NA,19±3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,12/07/2023,23-1224,NA,NA,NA,NA,NA,NA,0.021±0.013,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,23/08/2023,23-1635,NA,NA,NA,NA,NA,NA,0.025±0.014,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,06/09/2023,23-1689,NA,NA,NA,NA,NA,NA,0.021±0.014,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,18/10/2023,23-2131,NA,NA,NA,NA,NA,NA,0.025±0.014,NA,<0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,15/11/2023,23-2304,NA,NA,NA,NA,NA,NA,0.026±0.017,NA,<0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,13/12/2023,23-2461,NA,NA,NA,NA,NA,NA,0.026±0.014,NA,<0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,CANTEEN_MEAL_EAST_NI,CANTEEN MEAL,16/02/2023,23-379,NA,NA,NA,NA,NA,NA,0.019±0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64±4.3,NA,NA,NA,NA,<0.03,NA,<0.04,<0.09,<0.09,<0.07,<0.27,<0.04,NA,<0.06,NA,<0.03,<0.03,<0.16,<0.09,<0.06,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,16/03/2023,23-494,NA,NA,NA,NA,NA,NA,0.035±0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±8.5,NA,NA,NA,NA,<0.08,NA,<0.12,<0.38,<0.29,<0.69,<0.68,<0.12,NA,<0.16,NA,<0.04,0.15±0.08,<0.41,<0.24,<0.15,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,27/04/2023,23-812,NA,NA,NA,NA,NA,NA,0.019±0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100±7.0,NA,NA,NA,NA,<0.05,NA,<0.11,<0.36,<0.25,<0.30,<0.57,<0.09,NA,<0.14,NA,<0.04,<0.05,<0.41,<0.17,<0.17,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,04/08/2023,23-1391,NA,NA,NA,NA,NA,NA,0.0084±0.0098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85±5.8,NA,NA,NA,NA,<0.04,NA,<0.06,<0.12,<0.12,<0.21,<0.39,<0.06,NA,<0.10,NA,<0.05,<0.04,<0.27,<0.12,<0.12,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,16/11/2023,23-2316,NA,NA,NA,NA,NA,NA,0.024±0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.7,NA,NA,NA,NA,<0.07,NA,<0.10,<0.38,<0.27,<0.26,<0.51,<0.09,NA,<0.13,NA,<0.06,<0.09,<0.20,<0.23,<0.08,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,19/01/2023,23-85,NA,NA,NA,NA,NA,NA,0.021±0.013,NA,0.081±0.040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,15/02/2023,23-347,NA,NA,NA,NA,NA,NA,<0.027,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,22/03/2023,23-534,NA,NA,NA,NA,NA,NA,<0.029,NA,<0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,20/04/2023,23-753,NA,NA,NA,NA,NA,NA,0.011±0.013,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,17/05/2023,23-929,NA,NA,NA,NA,NA,NA,<0.023,NA,<0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,14/06/2023,23-1052,NA,NA,NA,NA,NA,NA,<0.025,NA,0.11±0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,14/06/2023,23-1153,NA,NA,NA,21±5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,19/07/2023,23-1250,NA,NA,NA,NA,NA,NA,0.024±0.016,NA,0.073±0.030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,16/08/2023,23-1570,NA,NA,NA,NA,NA,NA,0.019±0.012,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,20/09/2023,23-1750,NA,NA,NA,NA,NA,NA,0.016±0.013,NA,<0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,18/10/2023,23-2138,NA,NA,NA,NA,NA,NA,0.044±0.036,NA,0.084±0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,16/11/2023,23-2310,NA,NA,NA,NA,NA,NA,0.014±0.014,NA,0.091±0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,14/12/2023,23-2482,NA,NA,NA,NA,NA,NA,0.021±0.014,NA,<0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,19/01/2023,23-86,NA,NA,NA,NA,NA,NA,<0.027,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,15/02/2023,23-348,NA,NA,NA,NA,NA,NA,<0.020,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,22/03/2023,23-535,NA,NA,NA,NA,NA,NA,<0.025,NA,0.072±0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,20/04/2023,23-754,NA,NA,NA,NA,NA,NA,0.021±0.015,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,17/05/2023,23-930,NA,NA,NA,NA,NA,NA,0.013±0.013,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,14/06/2023,23-1053,NA,NA,NA,NA,NA,NA,0.014±0.016,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62±5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,14/06/2023,23-1154,NA,NA,NA,16±4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,19/07/2023,23-1251,NA,NA,NA,NA,NA,NA,<0.023,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,17/08/2023,23-1571,NA,NA,NA,NA,NA,NA,0.024±0.016,NA,<0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,20/09/2023,23-1751,NA,NA,NA,NA,NA,NA,0.027±0.017,NA,0.044±0.030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,18/10/2023,23-2139,NA,NA,NA,NA,NA,NA,0.014±0.015,NA,0.055±0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,16/11/2023,23-2311,NA,NA,NA,NA,NA,NA,0.017±0.015,NA,<0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
