SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Sellafield,,SE09,UMK-Unpasteurised Milk,15/05/2023,23-970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.7,NA,NA,NA,NA,<0.02,NA,<0.04,<0.06,<0.05,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.04,0.10±0.03,<0.19,<0.07,<0.12,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,15/06/2023,23-1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.8,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.13,<0.05,<0.32,<0.05,NA,<0.09,NA,<0.06,0.13±0.05,<0.31,<0.12,<0.19,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,02/08/2023,23-1365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±3.9,NA,NA,NA,NA,<0.05,NA,<0.05,<0.13,<0.09,<0.06,<0.36,<0.05,NA,<0.09,NA,<0.04,0.17±0.05,<0.23,<0.14,<0.10,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,15/08/2023,23-2104,NA,3.1±3.5,7.4±5.0,11±5.2,NA,NA,0.046±0.019,NA,0.19±0.069,NA,NA,NA,NA,0.000029±0.000018,<0.22,0.000030±0.000020,NA,0.000028±0.000014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,24/08/2023,23-1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.7,NA,NA,NA,NA,<0.04,NA,<0.05,<0.07,<0.09,<0.06,<0.36,<0.05,NA,<0.09,NA,<0.04,0.17±0.05,<0.41,<0.14,<0.10,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,15/09/2023,23-1859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.7,NA,NA,NA,NA,<0.04,NA,<0.05,<0.06,<0.08,<0.05,<0.35,<0.05,NA,<0.09,NA,<0.03,0.15±0.05,<0.35,<0.14,<0.10,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,15/10/2023,23-2223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,<0.04,NA,<0.06,<0.06,<0.08,<0.06,<0.54,<0.05,NA,<0.09,NA,<0.03,0.09±0.04,<0.33,<0.12,<0.19,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,30/11/2023,23-2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.5,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.07,<0.05,<0.31,<0.04,NA,<0.08,NA,<0.03,<0.06,<0.20,<0.12,<0.11,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,15/12/2023,23-2533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.07,<0.05,<0.33,<0.05,NA,<0.09,NA,<0.03,0.07±0.03,<0.32,<0.12,<0.19,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,11/01/2024,23-2546,NA,<1.5,<1.5,18±4.7,NA,NA,0.039±0.016,NA,0.10±0.042,NA,NA,NA,NA,<0.000040,<0.17,0.000011±0.000012,NA,0.000013±0.000014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,22/01/2024,23-2565,NA,NA,NA,NA,NA,NA,0.035±0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,15/01/2023,23-290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58±4.7,NA,NA,NA,NA,<0.06,NA,<0.05,<0.07,<0.10,<0.07,<0.38,<0.06,NA,<0.12,NA,<0.04,<0.08,<0.22,<0.15,<0.10,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,15/02/2023,23-936,NA,<1.2,<1.2,23±3.0,NA,NA,0.027±0.016,NA,0.11±0.045,NA,NA,NA,NA,0.000012±0.000014,<0.24,0.000022±0.000016,NA,<0.000038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,23/02/2023,23-390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.5,NA,NA,NA,NA,<0.04,NA,<0.04,<0.10,<0.11,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.04,0.11±0.03,<0.20,<0.07,<0.12,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,30/03/2023,23-562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59±4.7,NA,NA,NA,NA,<0.06,NA,<0.05,<0.07,<0.10,<0.08,<0.39,<0.06,NA,<0.12,NA,<0.04,0.12±0.05,<0.22,<0.15,<0.10,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,03/05/2023,23-851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.7,NA,NA,NA,NA,<0.02,NA,<0.04,<0.06,<0.12,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.03,0.12±0.04,<0.40,<0.07,<0.12,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,15/05/2023,23-1206,NA,<1.2,<1.2,9.1±2.5,NA,NA,0.050±0.015,NA,0.094±0.043,NA,NA,NA,NA,<0.000041,<0.26,0.000013±0.000014,NA,<0.000041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,15/05/2023,23-971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.5,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.08,<0.05,<0.30,<0.05,NA,<0.08,NA,<0.03,0.07±0.04,<0.22,<0.13,<0.11,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,15/06/2023,23-1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.07,<0.04,<0.32,<0.05,NA,<0.08,NA,<0.03,0.12±0.04,<0.21,<0.12,<0.11,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,02/08/2023,23-1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62±4.9,NA,NA,NA,NA,<0.06,NA,<0.05,<0.16,<0.10,<0.08,<0.39,<0.06,NA,<0.12,NA,<0.05,0.20±0.07,<0.22,<0.15,<0.10,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,15/08/2023,23-2105,NA,<4.2,4.2±4.4,20±3.0,NA,NA,0.043±0.017,NA,0.17±0.038,NA,NA,NA,NA,0.000017±0.000018,<0.19,0.000013±0.000012,NA,0.000017±0.000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,24/08/2023,23-1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.5,NA,NA,NA,NA,<0.02,NA,<0.04,<0.04,<0.11,<0.05,<0.22,<0.03,NA,<0.06,NA,<0.02,0.17±0.03,<0.20,<0.07,<0.12,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,15/09/2023,23-1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.6,NA,NA,NA,NA,<0.02,NA,<0.08,<0.03,<0.05,<0.04,<0.23,<0.03,NA,<0.06,NA,<0.04,0.17±0.04,<0.20,<0.07,<0.12,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,15/10/2023,23-2224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.5,NA,NA,NA,NA,<0.04,NA,<0.05,<0.06,<0.08,<0.05,<0.32,<0.05,NA,<0.08,NA,<0.03,0.14±0.04,<0.22,<0.12,<0.11,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,30/11/2023,23-2365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.5,NA,NA,NA,NA,<0.02,NA,<0.03,<0.03,<0.05,<0.04,<0.26,<0.03,NA,<0.06,NA,<0.04,0.10±0.03,<0.19,<0.07,<0.12,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,15/12/2023,23-2534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.5,NA,NA,NA,NA,<0.02,NA,<0.03,<0.06,<0.11,<0.04,<0.32,<0.03,NA,<0.06,NA,<0.03,0.11±0.04,<0.36,<0.07,<0.11,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,11/01/2024,23-2547,NA,<1.4,<1.4,26±5.8,NA,NA,0.017±0.016,NA,0.14±0.066,NA,NA,NA,NA,0.000023±0.000022,<0.23,0.000035±0.000016,NA,0.00016±0.000059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,22/01/2024,23-2566,NA,NA,NA,NA,NA,NA,0.034±0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,11/01/2023,23-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.8,NA,NA,NA,NA,<0.05,NA,<0.04,<0.05,<0.08,<0.05,<0.38,<0.06,NA,<0.12,NA,<0.04,<0.07,<0.21,<0.15,<0.10,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,08/02/2023,23-314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.5,NA,NA,NA,NA,<0.06,NA,<0.05,<0.06,<0.09,<0.06,<0.38,<0.06,NA,<0.08,NA,<0.04,<0.04,<0.21,<0.15,<0.19,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,08/03/2023,23-426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58±4.7,NA,NA,NA,NA,<0.06,NA,<0.05,<0.14,<0.09,<0.07,<0.39,<0.06,NA,<0.12,NA,<0.04,<0.08,<0.21,<0.16,<0.10,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,03/05/2023,23-853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,<0.04,NA,<0.06,<0.09,<0.10,<0.08,<0.34,<0.05,NA,<0.09,NA,<0.03,0.10±0.05,<0.33,<0.12,<0.19,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,03/05/2023,23-956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.6,NA,NA,NA,NA,<0.06,NA,<0.05,<0.08,<0.11,<0.08,<0.37,<0.06,NA,<0.12,NA,<0.04,<0.09,<0.22,<0.16,<0.18,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,15/06/2023,23-996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±4.3,NA,NA,NA,NA,<0.02,NA,<0.04,<0.11,<0.12,<0.05,<0.23,<0.03,NA,<0.06,NA,<0.02,0.08±0.03,<0.21,<0.07,<0.12,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,12/07/2023,23-1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.08,<0.05,<0.30,<0.04,NA,<0.08,NA,<0.05,0.09±0.04,<0.22,<0.13,<0.11,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,09/08/2023,23-1418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.6,NA,NA,NA,NA,<0.04,NA,<0.05,<0.06,<0.08,<0.05,<0.34,<0.05,NA,<0.09,NA,<0.04,<0.06,<0.22,<0.14,<0.10,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,13/09/2023,23-1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,<0.04,NA,<0.05,<0.06,<0.09,<0.05,<0.36,<0.06,NA,<0.10,NA,<0.04,<0.04,<0.35,<0.14,<0.10,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,04/10/2023,23-1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.6,NA,NA,NA,NA,<0.02,NA,<0.05,<0.17,<0.08,<0.08,<0.24,<0.03,NA,<0.06,NA,<0.02,0.09±0.03,<0.22,<0.08,<0.12,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,08/11/2023,23-2240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±4.3,NA,NA,NA,NA,<0.02,NA,<0.04,<0.11,<0.06,<0.05,<0.22,<0.03,NA,<0.06,NA,<0.02,0.07±0.04,<0.21,<0.07,<0.11,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,06/12/2023,23-2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.9,NA,NA,NA,NA,<0.07,NA,<0.08,<0.19,<0.19,<0.14,<0.56,<0.09,NA,<0.13,NA,<0.08,<0.06,<0.27,<0.22,<0.12,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,22/01/2024,23-2573,NA,NA,NA,NA,NA,NA,0.041±0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,11/01/2023,23-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.03,<0.31,<0.04,NA,<0.08,NA,<0.03,0.07±0.04,<0.20,<0.12,<0.21,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,08/02/2023,23-316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64±5.0,NA,NA,NA,NA,<0.05,NA,<0.05,<0.06,<0.09,<0.06,<0.39,<0.06,NA,<0.12,NA,<0.04,<0.05,<0.21,<0.15,<0.10,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,15/02/2023,23-938,NA,NA,<1.1,20±2.7,NA,NA,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,08/03/2023,23-428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60±4.8,NA,NA,NA,NA,<0.06,NA,<0.05,<0.06,<0.09,<0.06,<0.39,<0.06,NA,<0.12,NA,<0.04,0.10±0.06,<0.22,<0.15,<0.10,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,03/05/2023,23-854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59±4.8,NA,NA,NA,NA,<0.06,NA,<0.05,<0.10,<0.11,<0.10,<0.42,<0.07,NA,<0.12,NA,<0.04,<0.04,<0.23,<0.15,<0.21,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,03/05/2023,23-957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.7,NA,NA,NA,NA,<0.02,NA,<0.04,<0.10,<0.06,<0.05,<0.23,<0.03,NA,<0.06,NA,<0.02,0.09±0.04,<0.40,<0.07,<0.12,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,07/06/2023,23-1046,NA,NA,<1.1,22±3.0,NA,NA,NA,NA,<0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,15/06/2023,23-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,<0.04,NA,<0.05,<0.03,<0.06,<0.03,<0.31,<0.04,NA,<0.09,NA,<0.03,0.07±0.04,<0.30,<0.12,<0.19,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,12/07/2023,23-1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59±4.8,NA,NA,NA,NA,<0.06,NA,<0.05,<0.07,<0.09,<0.07,<0.41,<0.06,NA,<0.12,NA,<0.06,<0.05,<0.22,<0.15,<0.10,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,09/08/2023,23-1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.4,NA,NA,NA,NA,<0.02,NA,<0.04,<0.04,<0.05,<0.04,<0.22,<0.03,NA,<0.08,NA,<0.01,0.06±0.03,<0.20,<0.07,<0.11,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,15/08/2023,23-1801,NA,NA,<1.4,20±4.9,NA,NA,NA,NA,<0.060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,13/09/2023,23-1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.7,NA,NA,NA,NA,<0.02,NA,<0.03,<0.06,<0.03,<0.03,<0.22,<0.03,NA,<0.06,NA,<0.03,0.07±0.03,<0.19,<0.07,<0.12,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,04/10/2023,23-1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.5,NA,NA,NA,NA,<0.02,NA,<0.04,<0.09,<0.14,<0.06,<0.23,<0.03,NA,<0.06,NA,<0.04,0.09±0.03,<0.21,<0.07,<0.12,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,08/11/2023,23-2242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.2,NA,NA,NA,NA,<0.07,NA,<0.07,<0.13,<0.15,<0.10,<0.55,<0.08,NA,<0.13,NA,<0.07,<0.09,<0.26,<0.20,<0.11,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,06/12/2023,23-2402,NA,NA,<1.3,21±4.5,NA,NA,NA,NA,<0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,22/01/2024,23-2574,NA,NA,NA,NA,NA,NA,0.034±0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,11/01/2023,23-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.8,NA,NA,NA,NA,<0.05,NA,<0.04,<0.05,<0.08,<0.06,<0.38,<0.06,NA,<0.12,NA,<0.08,0.15±0.07,<0.20,<0.15,<0.10,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,08/02/2023,23-318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.9,NA,NA,NA,NA,<0.05,NA,<0.05,<0.06,<0.09,<0.06,<0.37,<0.06,NA,<0.12,NA,<0.07,0.09±0.07,<0.21,<0.15,<0.16,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,08/03/2023,23-430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.7,NA,NA,NA,NA,<0.02,NA,<0.04,<0.04,<0.05,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.03,0.16±0.04,<0.20,<0.07,<0.12,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,03/05/2023,23-855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.6,NA,NA,NA,NA,<0.02,NA,<0.04,<0.09,<0.06,<0.05,<0.23,<0.03,NA,<0.06,NA,<0.04,0.16±0.04,<0.21,<0.07,<0.11,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,03/05/2023,23-958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,<0.04,NA,<0.06,<0.07,<0.09,<0.07,<0.33,<0.05,NA,<0.09,NA,<0.06,0.13±0.05,<0.31,<0.12,<0.19,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,15/06/2023,23-1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.8,NA,NA,NA,NA,<0.04,NA,<0.06,<0.08,<0.10,<0.08,<0.36,<0.05,NA,<0.09,NA,<0.04,0.10±0.04,<0.33,<0.12,<0.19,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,12/07/2023,23-1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.7,NA,NA,NA,NA,<0.02,NA,<0.04,<0.08,<0.05,<0.04,<0.23,<0.03,NA,<0.06,NA,<0.03,0.12±0.03,<0.20,<0.07,<0.12,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,09/08/2023,23-1422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,<0.04,NA,<0.05,<0.12,<0.08,<0.05,<0.35,<0.05,NA,<0.09,NA,<0.07,0.09±0.05,<0.22,<0.13,<0.10,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,13/09/2023,23-1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.7,NA,NA,NA,NA,<0.04,NA,<0.05,<0.12,<0.14,<0.05,<0.36,<0.05,NA,<0.09,NA,<0.04,<0.07,<0.22,<0.13,<0.10,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,04/10/2023,23-1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.7,NA,NA,NA,NA,<0.02,NA,<0.04,<0.11,<0.16,<0.06,<0.24,<0.03,NA,<0.06,NA,<0.03,0.11±0.03,<0.21,<0.07,<0.12,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,08/11/2023,23-2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.5,NA,NA,NA,NA,<0.04,NA,<0.05,<0.07,<0.09,<0.06,<0.32,<0.05,NA,<0.08,NA,<0.05,0.19±0.04,<0.22,<0.12,<0.11,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,06/12/2023,23-2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,<0.04,NA,<0.07,<0.20,<0.11,<0.10,<0.35,<0.05,NA,<0.09,NA,<0.03,0.19±0.06,<0.35,<0.12,<0.19,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,22/01/2024,23-2575,NA,NA,NA,NA,NA,NA,0.041±0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,11/01/2023,23-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59±4.8,NA,NA,NA,NA,<0.05,NA,<0.05,<0.05,<0.08,<0.06,<0.37,<0.06,NA,<0.12,NA,<0.06,<0.04,<0.21,<0.15,<0.10,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,08/02/2023,23-320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.5,NA,NA,NA,NA,<0.02,NA,<0.03,<0.05,<0.07,<0.03,<0.22,<0.03,NA,<0.06,NA,<0.02,0.08±0.03,<0.30,<0.07,<0.12,NA
