SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Heysham,Morecambe,,USH - Shrimp (unidentified),11/05/2021,21-718,NA,<25,<25,NA,NA,NA,<0.032,0.19±0.084,NA,NA,NA,NA,NA,0.0015±0.00019,NA,0.018±0.0015,ND,0.010±0.00064,ND,66±4.9,<0.93,<0.06,<0.04,<0.08,<0.07,<0.17,<0.09,<0.11,<0.14,<0.10,<0.61,<0.08,<0.18,<0.15,<0.66,<0.11,1.7±0.17,<0.33,<0.22,<0.16,<0.19
Heysham,Morecambe,,USH - Shrimp (unidentified),11/05/2021,21-719,NA,NA,NA,39±5.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heysham,Morecambe,,USH - Shrimp (unidentified),13/07/2021,21-1107,NA,<25,25±22,NA,NA,NA,<0.042,0.13±0.094,NA,NA,NA,NA,NA,0.0039±0.00034,NA,0.048±0.0033,ND,0.028±0.0014,ND,66±4.8,<1.0,<0.06,<0.04,<0.08,<0.06,<0.16,<0.08,<0.11,<0.13,<0.11,<0.53,<0.08,<0.19,<0.15,<1.2,<0.05,2.3±0.20,<0.32,<0.19,<0.15,<0.18
Heysham,Morecambe,,USH - Shrimp (unidentified),13/07/2021,21-1108,NA,NA,NA,39±5.6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hinkley,,CROP,BKE - Blackberries,19/10/2021,21-1641,NA,NA,<2.0,21±1.9,NA,0.30±0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88±6.3,NA,NA,NA,NA,<0.06,NA,<0.08,<0.15,<0.11,<0.07,<0.50,<0.07,NA,<0.16,NA,<0.09,<0.06,<0.38,<0.17,<0.30,NA
Hinkley,,CROP,HON - Honey,19/10/2021,21-1639,NA,NA,<4.9,100±9.7,NA,0.40±0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12±1.4,NA,NA,NA,NA,<0.04,NA,<0.05,<0.11,<0.13,<0.05,<0.34,<0.05,NA,<0.20,NA,<0.04,<0.04,<0.26,<0.11,<0.16,NA
Hinkley,,CROP,WHT - Wheat,19/10/2021,21-1640,NA,NA,<3.3,76±7.0,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.4,NA,NA,NA,NA,<0.05,NA,<0.04,<0.04,<0.07,<0.04,<0.31,<0.05,NA,<0.10,NA,<0.06,<0.04,<0.40,<0.15,<0.09,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,25/03/2021,21-433,NA,NA,<2.1,23±2.2,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.05,NA,<0.08,<0.13,<0.15,<0.09,<0.46,<0.07,NA,<0.12,NA,<0.05,<0.05,<0.33,<0.18,<0.15,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,16/06/2021,21-967,NA,NA,<3.9,18±1.7,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.0,NA,NA,NA,NA,<0.04,NA,<0.04,<0.06,<0.07,<0.10,<0.27,<0.05,NA,<0.08,NA,<0.02,<0.03,<0.18,<0.11,<0.09,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,15/09/2021,21-1470,NA,NA,<2.0,7.8±0.77,NA,0.40±0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.09,<0.23,<0.41,<0.17,<0.48,<0.08,NA,<0.12,NA,<0.03,<0.05,<0.36,<0.18,<0.15,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,16/12/2021,21-2027,NA,NA,<2.7,24±2.2,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.06,<0.07,<0.05,<0.28,<0.05,NA,<0.09,NA,<0.04,<0.03,<0.18,<0.12,<0.09,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,18/03/2021,21-395,NA,NA,<2.1,23±2.1,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.06,NA,<0.07,<0.19,<0.13,<0.08,<0.44,<0.07,NA,<0.12,NA,<0.05,<0.05,<0.31,<0.18,<0.15,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,16/06/2021,21-969,NA,NA,<2.0,15±1.4,NA,0.60±0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.06,NA,<0.07,<0.12,<0.13,<0.09,<0.46,<0.07,NA,<0.12,NA,<0.04,<0.05,<0.32,<0.17,<0.15,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,15/09/2021,21-1472,NA,NA,<2.0,13±1.3,NA,0.40±0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.8,NA,NA,NA,NA,<0.06,NA,<0.08,<0.15,<0.16,<0.11,<0.47,<0.08,NA,<0.12,NA,<0.06,<0.05,<0.56,<0.18,<0.15,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,16/12/2021,21-2029,NA,NA,<2.6,24±2.2,NA,0.40±0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.05,NA,<0.07,<0.09,<0.12,<0.07,<0.46,<0.07,NA,<0.12,NA,<0.05,<0.05,<0.32,<0.17,<0.15,NA
Hinkley,"Stert, Stolford",,MUL - Grey mullet,13/04/2021,21-611,NA,<25,<25,24±4.9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130±8.6,<0.63,<0.04,<0.03,<0.05,<0.06,<0.13,<0.06,<0.07,<0.22,<0.07,<0.40,<0.07,<0.12,<0.11,<0.53,<0.04,0.16±0.06,<0.24,<0.17,<0.11,<0.05
Hinkley,"Stert, Stolford",,OYG - Pacific oyster,08/03/2021,21-311,NA,<25,<25,7.3±1.6,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10±1.6,<0.85,<0.04,<0.02,<0.05,<0.05,<0.10,<0.06,<0.09,<0.10,<0.09,<0.38,<0.06,<0.18,<0.10,<1.9,<0.04,<0.04,<0.19,<0.13,<0.08,<0.08
Hinkley,"Stert, Stolford",,PTV - Common limpet,19/01/2021,21-70,NA,<25,<25,17±3.3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38±3.6,<1.8,<0.07,<0.05,<0.10,<0.07,<0.18,<0.10,<0.18,<0.19,<0.16,<0.63,<0.18,<0.27,<0.19,<7.0,<0.04,<0.06,<0.84,<0.20,<0.17,<0.20
Hinkley,"Stert, Stolford",,USH - Shrimp (unidentified),19/01/2021,21-68,NA,<25,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000019±0.0000098,NA,0.00040±0.000098,ND,0.00034±0.000057,ND,64±4.9,<1.5,<0.04,<0.03,<0.10,<0.05,<0.12,<0.07,<0.14,<0.27,<0.13,<0.43,<0.07,<0.19,<0.10,ND,<0.06,0.11±0.06,<0.24,<0.15,<0.10,<0.05
Hinkley,"Stert, Stolford",,USH - Shrimp (unidentified),19/01/2021,21-69,NA,NA,NA,22±4.7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,13/01/2021,21-37,NA,NA,NA,NA,NA,NA,0.035±0.016,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,10/02/2021,21-173,NA,NA,NA,NA,NA,NA,0.036±0.030,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,10/03/2021,21-321,NA,NA,NA,NA,NA,NA,0.028±0.014,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,14/04/2021,21-621,NA,NA,NA,NA,NA,NA,0.028±0.015,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,12/05/2021,21-746,NA,NA,NA,NA,NA,NA,<0.024,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,16/06/2021,21-943,NA,NA,NA,NA,NA,NA,0.017±0.014,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,16/06/2021,21-944,NA,NA,NA,17±1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,28/07/2021,21-1210,NA,NA,NA,NA,NA,NA,0.011±0.012,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,18/08/2021,21-1316,NA,NA,NA,NA,NA,NA,0.046±0.036,NA,<0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,15/09/2021,21-1456,NA,NA,NA,NA,NA,NA,0.018±0.012,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,13/10/2021,21-1616,NA,NA,NA,NA,NA,NA,<0.022,NA,<0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,10/11/2021,21-1796,NA,NA,NA,NA,NA,NA,0.022±0.014,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,15/12/2021,21-2006,NA,NA,NA,NA,NA,NA,0.033±0.038,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,13/01/2021,21-38,NA,NA,NA,NA,NA,NA,0.052±0.034,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,10/02/2021,21-174,NA,NA,NA,NA,NA,NA,0.027±0.015,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,10/03/2021,21-322,NA,NA,NA,NA,NA,NA,0.026±0.015,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,28/04/2021,21-703,NA,NA,NA,NA,NA,NA,0.018±0.020,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,12/05/2021,21-747,NA,NA,NA,NA,NA,NA,<0.023,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,16/06/2021,21-945,NA,NA,NA,NA,NA,NA,0.040±0.033,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,16/06/2021,21-946,NA,NA,NA,22±2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,14/07/2021,21-1150,NA,NA,NA,NA,NA,NA,0.021±0.017,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,25/08/2021,21-1343,NA,NA,NA,NA,NA,NA,0.029±0.014,NA,<0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,15/09/2021,21-1457,NA,NA,NA,NA,NA,NA,0.026±0.017,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,27/10/2021,21-1698,NA,NA,NA,NA,NA,NA,0.036±0.032,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,10/11/2021,21-1797,NA,NA,NA,NA,NA,NA,0.038±0.032,NA,<0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,22/12/2021,21-2056,NA,NA,NA,NA,NA,NA,<0.022,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,29/04/2021,21-711,NA,NA,NA,NA,NA,NA,0.023±0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±8.6,NA,NA,NA,NA,<0.06,NA,<0.10,<0.39,<0.26,<0.32,<0.52,<0.09,NA,<0.13,NA,<0.05,0.15±0.08,<0.31,<0.19,<0.12,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,09/09/2021,21-1421,NA,NA,NA,NA,NA,NA,<0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100±7.3,NA,NA,NA,NA,<0.08,NA,<0.11,<0.17,<0.19,<0.15,<0.69,<0.11,NA,<0.18,NA,<0.05,<0.07,<0.40,<0.23,<0.18,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,18/11/2021,21-1876,NA,NA,NA,NA,NA,NA,<0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140±9.4,NA,NA,NA,NA,<0.07,NA,<0.11,<0.26,<0.23,<0.23,<0.62,<0.11,NA,<0.15,NA,<0.06,0.11±0.06,<0.37,<0.21,<0.15,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,15/12/2021,21-1995,NA,NA,NA,NA,NA,NA,0.042±0.020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100±7.0,NA,NA,NA,NA,<0.05,NA,<0.09,<0.22,<0.18,<0.19,<0.47,<0.05,NA,<0.12,NA,<0.05,<0.05,<0.34,<0.14,<0.15,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,21/01/2021,21-103,NA,NA,NA,NA,NA,NA,<0.019,NA,0.080±0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,18/02/2021,21-222,NA,NA,NA,NA,NA,NA,0.036±0.017,NA,<0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,24/03/2021,21-422,NA,NA,NA,NA,NA,NA,<0.020,NA,0.070±0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,19/04/2021,21-647,NA,NA,NA,NA,NA,NA,0.024±0.015,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,20/05/2021,21-831,NA,NA,NA,NA,NA,NA,0.030±0.014,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,17/06/2021,21-981,NA,NA,NA,NA,NA,NA,0.029±0.014,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,17/06/2021,21-982,NA,NA,NA,28±2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,29/07/2021,21-1217,NA,NA,NA,NA,NA,NA,0.026±0.015,NA,0.064±0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,26/08/2021,21-1345,NA,NA,NA,NA,NA,NA,0.033±0.030,NA,0.078±0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,23/09/2021,21-1524,NA,NA,NA,NA,NA,NA,0.031±0.029,NA,0.071±0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,20/10/2021,21-1658,NA,NA,NA,NA,NA,NA,0.036±0.031,NA,<0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,17/11/2021,21-1850,NA,NA,NA,NA,NA,NA,<0.019,NA,<0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,13/01/2022,21-2160,NA,NA,NA,NA,NA,NA,0.030±0.034,NA,0.063±0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,21/01/2021,21-100,NA,NA,NA,NA,NA,NA,0.034±0.015,NA,<0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,18/02/2021,21-223,NA,NA,NA,NA,NA,NA,0.024±0.014,NA,0.066±0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,24/03/2021,21-423,NA,NA,NA,NA,NA,NA,0.028±0.031,NA,<0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,19/04/2021,21-648,NA,NA,NA,NA,NA,NA,0.011±0.013,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,20/05/2021,21-832,NA,NA,NA,NA,NA,NA,0.017±0.015,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64±5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,17/06/2021,21-983,NA,NA,NA,NA,NA,NA,0.019±0.014,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,17/06/2021,21-984,NA,NA,NA,22±2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,29/07/2021,21-1218,NA,NA,NA,NA,NA,NA,<0.024,NA,<0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,26/08/2021,21-1346,NA,NA,NA,NA,NA,NA,0.024±0.016,NA,<0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,23/09/2021,21-1525,NA,NA,NA,NA,NA,NA,0.016±0.014,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,20/10/2021,21-1659,NA,NA,NA,NA,NA,NA,0.013±0.013,NA,<0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,17/11/2021,21-1851,NA,NA,NA,NA,NA,NA,<0.024,NA,0.050±0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,13/01/2022,21-2161,NA,NA,NA,NA,NA,NA,0.034±0.036,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
