SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Anglia,,AR02,UMK-Unpasteurised Milk,16/06/2021,21-980,NA,NA,NA,NA,NA,NA,0.054±0.031,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,18/06/2021,21-1059,NA,NA,NA,12±1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,21/07/2021,21-1163,NA,NA,NA,NA,NA,NA,0.019±0.014,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,18/08/2021,21-1315,NA,NA,NA,NA,NA,NA,0.022±0.018,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,15/09/2021,21-1455,NA,NA,NA,NA,NA,NA,0.026±0.027,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,13/10/2021,21-1614,NA,NA,NA,NA,NA,NA,<0.021,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,17/11/2021,21-1874,NA,NA,NA,NA,NA,NA,<0.019,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,15/12/2021,21-2004,NA,NA,NA,NA,NA,NA,0.013±0.013,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,06/01/2021,21-18,NA,NA,NA,NA,NA,NA,<0.028,NA,<0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,17/02/2021,21-214,NA,NA,NA,NA,NA,NA,0.022±0.018,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,28/04/2021,21-702,NA,NA,NA,NA,NA,NA,0.033±0.015,NA,<0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,30/06/2021,21-1048,NA,NA,NA,NA,NA,NA,0.035±0.031,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,30/06/2021,21-1049,NA,NA,NA,11±1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,28/07/2021,21-1209,NA,NA,NA,NA,NA,NA,0.021±0.015,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,25/08/2021,21-1342,NA,NA,NA,NA,NA,NA,0.033±0.017,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascot,,CROP,GRS - Grass,14/07/2021,21-1116,NA,NA,<2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130±13,NA,NA,NA,NA,<0.29,NA,<0.84,<1.9,<1.3,<1.3,<2.8,<0.44,NA,<0.66,NA,<0.45,<0.27,<1.7,<0.79,<0.74,NA
Ascot,,CROP,POT - Potato,14/07/2021,21-1115,NA,NA,<2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130±8.5,NA,NA,NA,NA,<0.08,NA,<0.04,<0.04,<0.07,<0.04,<0.29,<0.05,NA,<0.09,NA,<0.02,<0.03,<0.32,<0.14,<0.09,NA
Berkeley & Oldbury,,CROP,APE - Apple,19/10/2021,21-1643,NA,NA,<2.0,13±1.3,NA,0.40±0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30±2.3,NA,NA,NA,NA,<0.03,NA,<0.04,<0.04,<0.06,<0.04,<0.26,<0.04,NA,<0.08,NA,<0.02,<0.03,<0.37,<0.10,<0.07,NA
Berkeley & Oldbury,,CROP,GRS - Grass,19/10/2021,21-1642,NA,NA,9.9±9.4,23±2.2,NA,<0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270±19,NA,NA,NA,NA,<0.15,NA,<0.35,<2.3,<0.86,<1.1,<1.6,<0.24,NA,<0.35,NA,<0.16,<0.14,<2.0,<0.47,<0.64,NA
Berkeley & Oldbury,,OB13,UMK-Unpasteurised Milk,03/03/2021,21-296,NA,NA,<5.5,19±1.8,NA,<0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.07,<0.28,<0.04,NA,<0.08,NA,<0.02,<0.03,<0.18,<0.12,<0.09,NA
Berkeley & Oldbury,,OB13,UMK-Unpasteurised Milk,09/06/2021,21-903,NA,NA,<2.0,15±1.4,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.6,NA,NA,NA,NA,<0.06,NA,<0.07,<0.10,<0.12,<0.07,<0.47,<0.07,NA,<0.11,NA,<0.07,<0.05,<0.32,<0.17,<0.15,NA
Berkeley & Oldbury,,OB13,UMK-Unpasteurised Milk,08/09/2021,21-1394,NA,NA,<2.0,22±26,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.06,NA,<0.08,<0.15,<0.16,<0.11,<0.47,<0.08,NA,<0.12,NA,<0.07,<0.05,<0.34,<0.19,<0.15,NA
Berkeley & Oldbury,,OB13,UMK-Unpasteurised Milk,09/12/2021,21-1948,NA,NA,<2.0,18±1.5,NA,0.40±0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.9,NA,NA,NA,NA,<0.05,NA,<0.05,<0.07,<0.10,<0.07,<0.37,<0.06,NA,<0.12,NA,<0.06,<0.04,<0.22,<0.16,<0.10,NA
Berkeley & Oldbury,,OB18,UMK-Unpasteurised Milk,03/03/2021,21-298,NA,NA,<5.0,23±2.1,NA,0.30±0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.07,<0.11,<0.06,<0.45,<0.07,NA,<0.12,NA,<0.07,<0.05,<0.30,<0.18,<0.15,NA
Berkeley & Oldbury,,OB18,UMK-Unpasteurised Milk,09/06/2021,21-905,NA,NA,<2.0,14±1.4,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.9,NA,NA,NA,NA,<0.04,NA,<0.04,<0.06,<0.07,<0.06,<0.28,<0.04,NA,<0.08,NA,<0.02,<0.03,<0.18,<0.11,<0.09,NA
Berkeley & Oldbury,,OB18,UMK-Unpasteurised Milk,08/09/2021,21-1396,NA,NA,<4.2,19±1.7,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.1,NA,NA,NA,NA,<0.06,NA,<0.09,<0.26,<0.22,<0.18,<0.52,<0.08,NA,<0.12,NA,<0.08,<0.05,<0.36,<0.18,<0.15,NA
Berkeley & Oldbury,,OB18,UMK-Unpasteurised Milk,09/12/2021,21-1950,NA,NA,<2.1,11±1.0,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.9,NA,NA,NA,NA,<0.05,NA,<0.05,<0.05,<0.08,<0.05,<0.37,<0.06,NA,<0.12,NA,<0.05,<0.04,<0.21,<0.15,<0.10,NA
Berkeley & Oldbury,,OB20,UMK-Unpasteurised Milk,03/03/2021,21-300,NA,NA,<3.1,19±1.8,NA,0.40±0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.04,<0.28,<0.04,NA,<0.09,NA,<0.04,<0.03,<0.18,<0.12,<0.09,NA
Berkeley & Oldbury,,OB20,UMK-Unpasteurised Milk,09/06/2021,21-907,NA,NA,<2.5,28±2.5,NA,0.70±0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.0,NA,NA,NA,NA,<0.04,NA,<0.04,<0.05,<0.07,<0.05,<0.27,<0.05,NA,<0.08,NA,<0.05,<0.03,<0.18,<0.12,<0.09,NA
Berkeley & Oldbury,,OB20,UMK-Unpasteurised Milk,08/09/2021,21-1398,NA,NA,<2.0,21±2.0,NA,0.50±0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.0,NA,NA,NA,NA,<0.04,NA,<0.05,<0.14,<0.12,<0.12,<0.31,<0.05,NA,<0.09,NA,<0.04,<0.03,<0.20,<0.12,<0.09,NA
Berkeley & Oldbury,,OB20,UMK-Unpasteurised Milk,09/12/2021,21-1952,NA,NA,<2.0,13±1.2,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.6,NA,NA,NA,NA,<0.02,NA,<0.03,<0.08,<0.10,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.02,<0.02,<0.18,<0.07,<0.11,NA
Berkeley & Oldbury,,OB21,UMK-Unpasteurised Milk,03/03/2021,21-302,NA,NA,<2.2,22±2.0,NA,0.40±0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.07,<0.11,<0.06,<0.45,<0.07,NA,<0.12,NA,<0.03,<0.05,<0.31,<0.19,<0.15,NA
Berkeley & Oldbury,,OB21,UMK-Unpasteurised Milk,09/06/2021,21-909,NA,NA,<2.1,24±2.2,NA,0.60±0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.6,NA,NA,NA,NA,<0.06,NA,<0.07,<0.10,<0.12,<0.08,<0.46,<0.07,NA,<0.12,NA,<0.04,<0.05,<0.31,<0.17,<0.15,NA
Berkeley & Oldbury,,OB21,UMK-Unpasteurised Milk,08/09/2021,21-1400,NA,NA,<2.0,19±0.94,NA,0.40±0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.05,<0.29,<0.13,<0.12,<0.29,<0.05,NA,<0.09,NA,<0.03,<0.03,<0.21,<0.11,<0.09,NA
Berkeley & Oldbury,,OB21,UMK-Unpasteurised Milk,09/12/2021,21-1954,NA,NA,6.7±7.6,7.7±0.76,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.05,<0.06,<0.08,<0.05,<0.31,<0.05,NA,<0.08,NA,<0.03,<0.03,<0.21,<0.12,<0.11,NA
Berkeley & Oldbury,Beachley,,JAX - Jack mackerels,25/11/2021,21-1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±8.7,<14,<0.14,<0.10,<0.31,<0.13,<0.39,<0.27,<0.96,<0.63,<0.67,<1.3,<0.20,<0.89,<0.30,ND,<0.18,<0.25,<0.81,<0.39,<0.33,<0.42
Berkeley & Oldbury,Guscar,,USH - Shrimp (unidentified),15/11/2021,21-1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66±4.7,<7.5,<0.11,<0.04,<0.15,<0.05,<0.17,<0.11,<0.55,<0.32,<0.42,<0.53,<0.09,<0.42,<0.12,ND,<0.04,0.13±0.06,<0.50,<0.17,<0.21,<0.16
Berkeley & Oldbury,Guscar,,USH - Shrimp (unidentified),15/11/2021,21-1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60±4.3,<2.1,<0.06,<0.04,<0.09,<0.05,<0.15,<0.09,<0.31,<0.19,<0.17,<0.49,<0.08,<0.21,<0.12,ND,<0.08,<0.08,<0.31,<0.16,<0.22,<0.16
Berkeley & Oldbury,Guscar,,USH - Shrimp (unidentified),25/01/2022,21-2189,NA,NA,NA,16±3.6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berkeley & Oldbury,Guscar,,USH - Shrimp (unidentified),25/01/2022,21-2190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012±0.000096,NA,0.0011±0.00017,ND,0.00067±0.00024,ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berkeley & Oldbury,Severn Beach,,MUL - Grey mullet,21/09/2021,21-1482,NA,NA,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.2,<1.0,<0.04,<0.04,<0.06,<0.04,<0.10,<0.07,<0.10,<0.11,<0.08,<0.39,<0.06,<0.12,<0.10,<2.6,<0.04,0.13±0.06,<0.28,<0.13,<0.13,<0.17
