SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,I-125,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
North Mercia,,NM05,UMK-Unpasteurised Milk,14/10/2020,20-1826,NA,NA,NA,NA,NA,NA,0.013±0.014,NA,NA,<0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,19/11/2020,20-2112,NA,NA,NA,NA,NA,NA,0.016±0.017,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,16/12/2020,20-2306,NA,NA,NA,NA,NA,NA,<0.026,NA,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,04/03/2020,20-315,NA,NA,NA,NA,NA,NA,0.031±0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90±6.2,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.07,<0.05,<0.34,<0.05,NA,<0.09,NA,<0.04,<0.04,<0.20,<0.13,<0.09,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,06/11/2020,20-2005,NA,NA,NA,NA,NA,NA,0.027±0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92±6.7,NA,NA,NA,NA,<0.04,NA,<0.07,<0.16,<0.14,<0.15,<0.38,<0.06,NA,<0.11,NA,<0.07,<0.04,<0.61,<0.12,<0.12,NA
Northern Ireland,,CANTEEN_MEAL_WEST_NI,CANTEEN MEAL,12/03/2021,20-2425,NA,NA,NA,NA,NA,NA,0.024±0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.9,NA,NA,NA,NA,<0.04,NA,<0.07,<0.39,<0.21,<0.31,<0.59,<0.07,NA,<0.08,NA,<0.02,<0.07,<0.21,<0.12,<0.08,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,20/01/2020,20-71,NA,NA,NA,NA,NA,NA,0.031±0.030,NA,NA,0.055±0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,28/02/2020,20-307,NA,NA,NA,NA,NA,NA,0.024±0.015,NA,NA,0.12±0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,19/06/2020,20-972,NA,NA,NA,NA,NA,NA,0.024±0.018,NA,NA,<0.040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,19/06/2020,20-973,NA,NA,NA,NA,NA,NA,<0.023,NA,NA,<0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,19/06/2020,20-974,NA,NA,NA,NA,NA,NA,0.035±0.030,NA,NA,0.096±0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,19/06/2020,20-975,NA,NA,NA,15±1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,22/07/2020,20-1186,NA,NA,NA,NA,NA,NA,0.016±0.018,NA,NA,0.091±0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,13/08/2020,20-1356,NA,NA,NA,NA,NA,NA,0.017±0.015,NA,NA,0.097±0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,23/09/2020,20-1561,NA,NA,NA,NA,NA,NA,0.025±0.030,NA,NA,<0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,16/10/2020,20-1866,NA,NA,NA,NA,NA,NA,0.011±0.012,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,20/11/2020,20-2134,NA,NA,NA,NA,NA,NA,0.022±0.014,NA,NA,0.067±0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI01,UMK-Unpasteurised Milk,21/12/2020,20-2341,NA,NA,NA,NA,NA,NA,0.015±0.016,NA,NA,<0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,20/01/2020,20-73,NA,NA,NA,NA,NA,NA,0.034±0.031,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,28/02/2020,20-311,NA,NA,NA,NA,NA,NA,0.050±0.020,NA,NA,<0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62±4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,19/06/2020,20-976,NA,NA,NA,NA,NA,NA,0.022±0.016,NA,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,19/06/2020,20-977,NA,NA,NA,NA,NA,NA,0.022±0.015,NA,NA,<0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,19/06/2020,20-978,NA,NA,NA,NA,NA,NA,0.014±0.013,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,19/06/2020,20-979,NA,NA,NA,13±1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,22/07/2020,20-1188,NA,NA,NA,NA,NA,NA,<0.021,NA,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,13/08/2020,20-1357,NA,NA,NA,NA,NA,NA,0.032±0.030,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,23/09/2020,20-1562,NA,NA,NA,NA,NA,NA,0.011±0.012,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,16/10/2020,20-1870,NA,NA,NA,NA,NA,NA,0.011±0.012,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58±4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,20/11/2020,20-2135,NA,NA,NA,NA,NA,NA,<0.024,NA,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI04,UMK-Unpasteurised Milk,21/12/2020,20-2342,NA,NA,NA,NA,NA,NA,<0.024,NA,NA,<0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,20/01/2020,20-74,NA,NA,NA,NA,NA,NA,0.038±0.031,NA,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,28/02/2020,20-309,NA,NA,NA,NA,NA,NA,0.017±0.017,NA,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,17/06/2020,20-966,NA,NA,NA,NA,NA,NA,0.016±0.017,NA,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,17/06/2020,20-967,NA,NA,NA,NA,NA,NA,0.034±0.030,NA,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,17/06/2020,20-968,NA,NA,NA,NA,NA,NA,0.030±0.029,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,22/07/2020,20-1189,NA,NA,NA,NA,NA,NA,<0.021,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,13/08/2020,20-1358,NA,NA,NA,NA,NA,NA,0.014±0.014,NA,NA,0.069±0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI08,UMK-Unpasteurised Milk,21/12/2020,20-2343,NA,NA,NA,NA,NA,NA,<0.028,NA,NA,<0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,20/01/2020,20-76,NA,NA,NA,NA,NA,NA,0.030±0.032,NA,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,28/02/2020,20-308,NA,NA,NA,NA,NA,NA,0.040±0.017,NA,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,17/06/2020,20-969,NA,NA,NA,NA,NA,NA,0.027±0.030,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,17/06/2020,20-970,NA,NA,NA,NA,NA,NA,0.028±0.015,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,17/06/2020,20-971,NA,NA,NA,NA,NA,NA,0.028±0.014,NA,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,22/07/2020,20-1190,NA,NA,NA,NA,NA,NA,0.022±0.018,NA,NA,<0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,13/08/2020,20-1359,NA,NA,NA,NA,NA,NA,<0.018,NA,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,23/09/2020,20-1563,NA,NA,NA,NA,NA,NA,<0.024,NA,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,16/10/2020,20-1871,NA,NA,NA,NA,NA,NA,0.025±0.014,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,20/11/2020,20-2137,NA,NA,NA,NA,NA,NA,0.039±0.031,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI10,UMK-Unpasteurised Milk,21/12/2020,20-2344,NA,NA,NA,NA,NA,NA,<0.024,NA,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,20/01/2020,20-72,NA,NA,NA,NA,NA,NA,<0.049,NA,NA,<0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,28/02/2020,20-312,NA,NA,NA,NA,NA,NA,0.022±0.018,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,24/06/2020,20-1015,NA,NA,NA,NA,NA,NA,0.034±0.021,NA,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,24/06/2020,20-1017,NA,NA,NA,NA,NA,NA,<0.021,NA,NA,<0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,24/06/2020,20-1019,NA,NA,NA,NA,NA,NA,0.031±0.018,NA,NA,<0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,22/07/2020,20-1187,NA,NA,NA,NA,NA,NA,0.016±0.014,NA,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,13/08/2020,20-1360,NA,NA,NA,NA,NA,NA,0.026±0.030,NA,NA,<0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,23/09/2020,20-1564,NA,NA,NA,NA,NA,NA,0.021±0.014,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,16/10/2020,20-1867,NA,NA,NA,NA,NA,NA,<0.019,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,20/11/2020,20-2138,NA,NA,NA,NA,NA,NA,0.016±0.016,NA,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI11,UMK-Unpasteurised Milk,21/12/2020,20-2345,NA,NA,NA,NA,NA,NA,0.024±0.014,NA,NA,<0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,20/01/2020,20-75,NA,NA,NA,NA,NA,NA,<0.050,NA,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,28/02/2020,20-310,NA,NA,NA,NA,NA,NA,0.015±0.014,NA,NA,<0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,24/06/2020,20-1016,NA,NA,NA,NA,NA,NA,<0.032,NA,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,24/06/2020,20-1018,NA,NA,NA,NA,NA,NA,0.024±0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,24/06/2020,20-1020,NA,NA,NA,NA,NA,NA,0.026±0.014,NA,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,22/07/2020,20-1191,NA,NA,NA,NA,NA,NA,<0.021,NA,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,13/08/2020,20-1361,NA,NA,NA,NA,NA,NA,0.018±0.015,NA,NA,0.077±0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,23/09/2020,20-1565,NA,NA,NA,NA,NA,NA,<0.020,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,16/10/2020,20-1868,NA,NA,NA,NA,NA,NA,<0.024,NA,NA,<0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,20/11/2020,20-2139,NA,NA,NA,NA,NA,NA,0.021±0.014,NA,NA,<0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI12,UMK-Unpasteurised Milk,21/12/2020,20-2346,NA,NA,NA,NA,NA,NA,0.012±0.012,NA,NA,<0.050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI14,UMK-Unpasteurised Milk,23/09/2020,20-1692,NA,NA,NA,NA,NA,NA,<0.021,NA,NA,<0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI14,UMK-Unpasteurised Milk,16/10/2020,20-1869,NA,NA,NA,NA,NA,NA,<0.018,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Ireland,,NI14,UMK-Unpasteurised Milk,20/11/2020,20-2136,NA,NA,NA,NA,NA,NA,0.013±0.012,NA,NA,<0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Region,,NR06,UMK-Unpasteurised Milk,22/01/2020,20-119,NA,NA,NA,NA,NA,NA,0.019±0.013,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Region,,NR06,UMK-Unpasteurised Milk,12/02/2020,20-221,NA,NA,NA,NA,NA,NA,0.026±0.015,NA,NA,<0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Region,,NR06,UMK-Unpasteurised Milk,11/03/2020,20-366,NA,NA,NA,NA,NA,NA,0.038±0.032,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Region,,NR06,UMK-Unpasteurised Milk,28/04/2020,20-502,NA,NA,NA,NA,NA,NA,0.044±0.016,NA,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
